"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"CANCELLED","52676716344015168_1","2024-08-07","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52677616244521280_1","2024-08-07","Maharashtra","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","52680002789488065_1","2024-08-07","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","241.0","229.0",
"DELIVERED","52680339369296832_1","2024-08-07","Andhra Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52682483411744256_1","2024-08-07","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52682451140769152_1","2024-08-07","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52682782838912512_1","2024-08-07","Andhra Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52684538880469248_1","2024-08-07","Gujarat","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52687767521752448_1","2024-08-07","Tamilnadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Yellow)","Yellow/12","Free Size","1","203.0","183.0",
"DELIVERED","52688734172283841_1","2024-08-07","West Bengal","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52692875567180032_1","2024-08-07","Himachal Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52699826837420352_1","2024-08-07","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52703473464554945_1","2024-08-07","Maharashtra","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52704284483564992_1","2024-08-07","Gujarat","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","241.0","229.0",
"DELIVERED","52705215482459648_1","2024-08-07","Tamil Nadu","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"RTO_COMPLETE","52706026180883904_1","2024-08-07","Maharashtra","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Red, 4 Pack)","NV/NewPotStand/Red/4","Free Size","1","73.0","73.0",
"DELIVERED","52706294401926080_1","2024-08-07","uttar pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","260.0","247.0",
"DELIVERED","52706870445373760_1","2024-08-07","Karnataka","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","260.0","247.0",
"DELIVERED","52707503688808768_1","2024-08-07","Telangana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"RTO_COMPLETE","52713598298125824_1","2024-08-07","Karnataka","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","52713577668720065_1","2024-08-07","Haryana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"RTO_COMPLETE","52717653682583040_1","2024-08-07","Delhi","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Yellow)","WK/NewPotStand/Yellow/16","Free Size","1","282.0","282.0",
"DELIVERED","52718996765832704_1","2024-08-07","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52719371098683714_1","2024-08-07","Karnataka","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","160.0",
"RTO_COMPLETE","52723437235910080_1","2024-08-07","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","52726459308976385_1","2024-08-07","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","52727839830865280_1","2024-08-07","Karnataka","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52732294596667648_1","2024-08-07","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","52732572758996480_1","2024-08-07","Uttarakhand","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52735548495657280_1","2024-08-07","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","52735492514392320_1","2024-08-07","Tamil Nadu","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"RTO_COMPLETE","52738856652384513_1","2024-08-07","Andhra Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52739237734152512_1","2024-08-07","Madhya Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Red)","Red/12","Free Size","1","210.0","210.0",
"DELIVERED","52740815537112000_1","2024-08-07","Delhi","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","177.0",
"DELIVERED","52741374472385920_1","2024-08-07","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","52746015973078400_1","2024-08-07","Karnataka","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","90.0","90.0",
"DELIVERED","52747140472550848_1","2024-08-07","Karnataka","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","260.0","234.0",
"DELIVERED","52747441189188995_1","2024-08-07","Rajasthan","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"RTO_COMPLETE","52749317418416448_1","2024-08-07","Telangana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","197.0",
"DELIVERED","52753509793036610_1","2024-08-07","Maharashtra","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","52755481732871552_1","2024-08-07","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 6 (Blue)","Blue/6","Free Size","1","111.0","111.0",
"DELIVERED","52756754083378560_1","2024-08-07","Karnataka","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"CANCELLED","52757856849786368_1","2024-08-07","West Bengal","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","72.0","69.0",
"RTO_COMPLETE","52757875604895168_1","2024-08-07","Assam","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52759488589231488_1","2024-08-07","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52761197510440384_1","2024-08-07","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Multicolor)","WK/NewPotStand/Multi/16","Free Size","1","282.0","254.0",
"DELIVERED","52761520557160768_1","2024-08-07","Kerala","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52770770926277376_1","2024-08-07","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Red)","Red/12","Free Size","1","190.0","190.0",
"DELIVERED","52772072943096512_1","2024-08-07","Andhra Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52772900054305088_1","2024-08-07","West Bengal","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","72.0","65.0",
"DELIVERED","52776263249715648_1","2024-08-07","Andaman & Nicobar Islands","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","52778472093022848_1","2024-08-07","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52778608968753664_1","2024-08-07","West Bengal","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52780300682551809_1","2024-08-07","Arunachal Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","52780597229419072_1","2024-08-07","Karnataka","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"CANCELLED","52784486015145088_1","2024-08-07","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52785309664180801_1","2024-08-07","Bihar","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52786617586580032_1","2024-08-07","Andhra Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52791024654062784_1","2024-08-07","Maharashtra","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Green, 4 Pack)","NV/NewPotStand/Green/4","Free Size","1","73.0","66.0",
"DELIVERED","52791432960959425_1","2024-08-07","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","52793301665997826_1","2024-08-07","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","52793366644155392_1","2024-08-07","Andhra Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 20 (Yellow)","WK/NewPotStand/Yellow/20","Free Size","1","343.0","343.0",
"DELIVERED","52797273177167040_1","2024-08-07","Karnataka","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52800003857605632_1","2024-08-07","Gujarat","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 20 (Red)","WK/NewPotStand/Red/20","Free Size","1","343.0","343.0",
"DELIVERED","52799950841603072_1","2024-08-07","Maharashtra","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","90.0","81.0",
"RTO_COMPLETE","52800282652992320_1","2024-08-07","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52802711947731776_1","2024-08-07","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","71.0",
"DELIVERED","52803247121136320_1","2024-08-07","Andhra Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","49400125014845186_1","2024-08-07","Maharashtra","Manoyog Exta Large Waterproof Baby Play Mat BPA Free - Reversible, Non-Toxic XPE Foam Travell Bag Included (6.5x5 ft) (0.6 cm Thickness) (Lions and Zebras)","NV/PlayMat.6/LionZebra","Free Size","1","562.0","562.0",
"DELIVERED","52803339742975168_1","2024-08-07","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52803872986790592_1","2024-08-07","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","52805133571089284_1","2024-08-07","Telangana","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","241.0","229.0",
"DELIVERED","52807643392271296_1","2024-08-07","Karnataka","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52809143841612738_1","2024-08-07","Kerala","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Multicolor)","WK/NewPotStand/Multi/16","Free Size","1","282.0","282.0",
"DELIVERED","52810079831096001_1","2024-08-07","West Bengal","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"CANCELLED","52810063228855105_1","2024-08-07","Karnataka","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","72.0","65.0",
"DELIVERED","52810873312535360_1","2024-08-07","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52812206312678336_1","2024-08-07","Haryana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52813063531946816_1","2024-08-07","Karnataka","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52813028203533504_1","2024-08-07","Rajasthan","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52814311316415296_1","2024-08-07","Chhattisgarh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"RTO_COMPLETE","52814554179199936_1","2024-08-07","Telangana","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","71.0",
"DELIVERED","52816036723266752_1","2024-08-07","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","72.0",
"DELIVERED","52817107974650560_1","2024-08-07","Telangana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Red)","Red/12","Free Size","1","210.0","210.0",
"DELIVERED","52817400442282944_1","2024-08-07","Andhra Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52818551112045760_1","2024-08-07","Tamil Nadu","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","71.0",
"DELIVERED","52818515527361473_1","2024-08-07","Kerala","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","241.0","229.0",
"DELIVERED","52822568814666752_1","2024-08-07","Chhattisgarh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","95.0",
"DELIVERED","52825024118285313_1","2024-08-07","Odisha","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","95.0",
"DELIVERED","52825809595169472_1","2024-08-08","West Bengal","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","90.0","90.0",
"DELIVERED","52826797088334848_1","2024-08-08","Bihar","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52828344077673472_1","2024-08-08","Madhya Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52829013561080512_1","2024-08-08","Telangana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52829624759253696_1","2024-08-08","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Green)","WK/NewPotStand/Green/16","Free Size","1","242.0","218.0",
"DELIVERED","52831003748754432_1","2024-08-08","Karnataka","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"CANCELLED","52835112376892096_1","2024-08-08","Maharashtra","Nivasam Single Bed Solid Fleece Blanket Pack of 1","780556411_4","Free Size","1","146.0","146.0",
"RTO_COMPLETE","52836190035010368_1","2024-08-08","West Bengal","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","71.0",
"DELIVERED","52837359595709440_1","2024-08-08","Maharashtra","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Red)","Red/12","Free Size","1","210.0","210.0",
"DELIVERED","52837627054101697_1","2024-08-08","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52839526901638144_1","2024-08-08","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","241.0","234.0",
"DELIVERED","52845571447350144_1","2024-08-08","Chhattisgarh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52848972323251072_1","2024-08-08","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 6 (Red)","Red/6","Free Size","1","124.0","124.0",
"RTO_COMPLETE","52859648462709696_1","2024-08-08","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"RTO_COMPLETE","52865208083964736_1","2024-08-08","Karnataka","Nivasam Flower Pot Stand for garden | Flower Pot Stand Balcony | Flower Stand For Living Room | Pot Stand For Home | (Yellow, 4 Pack)","NV/NewPotStand/Yellow/4","Free Size","1","73.0","73.0",
"RTO_COMPLETE","52865399725908864_1","2024-08-08","West Bengal","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52890267787879360_1","2024-08-08","Haryana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52910254430774272_1","2024-08-08","Madhya Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52912648691677888_1","2024-08-08","Kerala","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52924393496667136_1","2024-08-08","Haryana","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52927415459144576_1","2024-08-08","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"DELIVERED","52927772646073216_1","2024-08-08","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52935196290359616_1","2024-08-08","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","192.0",
"DELIVERED","52935482780449472_1","2024-08-08","Bihar","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 6 (Blue)","Blue/6","Free Size","1","131.0","131.0",
"DELIVERED","52938089571590464_1","2024-08-08","Rajasthan","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Red)","Red/12","Free Size","1","210.0","210.0",
"DELIVERED","52941036272640960_1","2024-08-08","Kerala","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","90.0","90.0",
"RTO_COMPLETE","52941868046252743_1","2024-08-08","Punjab","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","160.0",
"DELIVERED","52943319869842240_1","2024-08-08","Chhattisgarh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","172.0",
"DELIVERED","52945176839218055_1","2024-08-08","Delhi","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","260.0","253.0",
"DELIVERED","52946167529628608_1","2024-08-08","West Bengal","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","52948770746563264_1","2024-08-08","Kerala","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52950176533472256_1","2024-08-08","Gujarat","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","160.0",
"DELIVERED","52951301269644098_1","2024-08-08","Himachal Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52951620280017920_1","2024-08-08","Madhya Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","52953563224236864_1","2024-08-08","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"RTO_COMPLETE","52955698712175424_1","2024-08-08","Tamil Nadu","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Green)","Green/12","Free Size","1","203.0","183.0",
"DELIVERED","52956513891935168_1","2024-08-08","Karnataka","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"RTO_COMPLETE","52958314993181696_1","2024-08-08","Karnataka","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52959040519693120_1","2024-08-08","Karnataka","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52959209478841344_1","2024-08-08","Uttar Pradesh","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","90.0","90.0",
"DELIVERED","52959321813748352_1","2024-08-08","Delhi","Trendy Personal Pot Stand(Pack Of 5)","1","Free Size","1","105.0","105.0",
"DELIVERED","52962319077106496_1","2024-08-08","Uttar Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Multicolor)","WK/NewPotStand/Multi/16","Free Size","1","282.0","282.0",
"DELIVERED","52962060854780864_1","2024-08-08","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","78.0","78.0",
"RTO_COMPLETE","52964819905700864_1","2024-08-08","Karnataka","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","260.0","253.0",
"DELIVERED","52965437059785600_1","2024-08-08","West Bengal","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","260.0","253.0",
"DELIVERED","52966100900668416_1","2024-08-08","Gujarat","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","197.0","178.0",
"DELIVERED","52971648954032960_1","2024-08-08","Punjab","Nivasam Rust Free Plant Container, Holds upto 60 Kgs-Pack of 8 (Yellow)","WK/NewPotStand/Yellow/8","Free Size","1","174.0","174.0",
"DELIVERED","52971786837582848_1","2024-08-08","Uttar Pradesh","Nivasam Soft Paper Tissue for home, kitchen, office (400 Pieces)","NV/TissuePaper/1ply/4Box","Free Size","1","80.0","80.0",
"DELIVERED","52972295337085568_1","2024-08-08","Uttar Pradesh","Nivasam Flower Pot Stand for garden, living room, balcony,, Holds Upto 60 Kg-Pack of 16 (Blue)","WK/NewPotStand/Blue/16","Free Size","1","260.0","253.0",
"DELIVERED","52972617468021376_1","2024-08-08","Uttar Pradesh","Nivasam Rust Free Plant Container, Holds Upto 60 Kgs-Pack of 12 (Multicolor))","Multi/12","Free Size","1","177.0","160.0",
